device_id, network, event_time
PT75OL582S,BIO,2013-08-22 07:30:21
BA20VY674I,NATGEO,2013-08-21 06:06:52
GE84MG980E,FOX,2013-08-21 17:17:23
IA53NW574S,MTV2,2013-08-23 17:56:44
XV59JB488V,FOX,2013-08-22 02:05:19
GU59YU714B,HBO,2013-08-23 12:47:34
SC53DW780O,EPIX,2013-08-23 10:43:37
MV18QF313P,CC,2013-08-22 22:59:22
LM24VN835H,VH1,2013-08-22 16:27:35
VV71IG071M,HISTORY,2013-08-22 04:29:24
PJ27EL548A,SHO2,2013-08-21 23:55:10
PJ27EL548A,VH1,2013-08-22 08:19:46
JD82IO819A,HBO,2013-08-22 21:40:15
HQ79VQ736Z,CW,2013-08-23 02:59:36
MV18QF313P,BRAVO,2013-08-21 18:10:34
WP12SJ925U,NATGEO,2013-08-21 05:56:06
ZY37BO869I,HISTORY,2013-08-21 22:59:30
QI44LN564O,ABC,2013-08-21 21:41:45
BA20VY674I,HBOW,2013-08-22 21:34:41
IN68QL999Q,EPIX,2013-08-21 11:02:06
GK39DH564M,HBO,2013-08-21 16:08:10
RX83NQ045B,CW,2013-08-21 18:36:50
IW35FE265X,DISCOVERY,2013-08-21 03:11:10
GE84MG980E,MTV,2013-08-21 06:30:54
UT30TK841J,DISCOVERY,2013-08-23 05:40:49
OH76FO298K,FX,2013-08-21 14:41:49
PH58VN590O,STARZ,2013-08-22 19:20:14
LI12KG731F,SCIENCE,2013-08-21 02:56:47
SS94UE211G,BRAVO,2013-08-22 22:14:19
TJ65CX118O,ID,2013-08-22 07:06:01
PJ27EL548A,ABC,2013-08-22 13:55:59
MA10HN064W,SCIENCE,2013-08-22 07:02:32
LQ17YV650I,NBC,2013-08-21 17:42:16
PH58VN590O,FX,2013-08-23 02:46:17
DR48GG267O,FX,2013-08-22 02:17:26
IV86ZY537Q,DISCOVERY,2013-08-21 03:54:48
WP12SJ925U,FOX,2013-08-23 09:02:52
NH27CD775Q,NATGEO,2013-08-22 10:09:42
DR48GG267O,STARZ,2013-08-21 10:43:34
HA82YE492W,FX,2013-08-22 01:39:21
BB70GV147R,CW,2013-08-22 00:00:25
EP91BB677M,NATGEO,2013-08-21 23:48:17
UK95VA338W,STARZ,2013-08-21 00:42:37
DI69LH573S,HBOW,2013-08-23 10:02:14
QI44LN564O,BIO,2013-08-23 04:19:17
RL78CX933A,SHO2,2013-08-22 03:00:55
LQ17YV650I,ABC,2013-08-21 04:26:07
DN82QB139I,SHO2,2013-08-22 15:43:25
GU59YU714B,HISTORY,2013-08-23 08:03:38
MA10HN064W,SHO2,2013-08-23 02:37:41
HQ79VQ736Z,HBOW,2013-08-21 10:11:18
FS95NN529B,BRAVO,2013-08-23 15:21:57
EN90GM439E,NBC,2013-08-21 23:46:01
QJ95BT650A,BRAVO,2013-08-23 01:36:01
ND43IU942D,HISTORY,2013-08-23 21:14:47
IA53NW574S,ABC,2013-08-23 03:54:56
QI44LN564O,E!,2013-08-22 03:07:21
UT97ZW028O,MTV,2013-08-21 22:50:51
KQ75EH640E,HBOW,2013-08-23 01:39:02
SV34XA818Q,NATGEO,2013-08-21 22:23:08
FU38RN552M,E!,2013-08-22 03:30:56
NY16UL746T,EPIX,2013-08-22 16:15:45
UH12DO049K,NATGEO,2013-08-22 05:02:30
EN90GM439E,STARZ,2013-08-21 10:37:21
GP49GT942C,HBOW,2013-08-21 01:09:16
GE84MG980E,AMC,2013-08-21 20:05:59
PZ37UE517R,STARZ,2013-08-21 17:09:27
IW35FE265X,SHO2,2013-08-22 18:24:55
RQ95KT885T,FX,2013-08-22 01:00:05
YV93QS191N,CW,2013-08-22 16:24:42
RQ99MJ132Q,E!,2013-08-21 17:18:32
GK39DH564M,CW,2013-08-22 01:47:47
BA20VY674I,SHO2,2013-08-21 12:13:46
EO66MP536A,BIO,2013-08-21 17:29:43
QX12AK828P,ID,2013-08-21 16:34:23
GU33KP537X,SHO2,2013-08-23 06:26:13
QF28SG665A,SHO2,2013-08-22 02:55:10
WB36HV655W,MTV,2013-08-22 07:00:47
LQ17YV650I,SHO2,2013-08-23 06:18:21
IB49LB739J,HBOW,2013-08-22 18:03:39
IA53NW574S,SHO2,2013-08-23 21:36:32
UT30TK841J,FX,2013-08-21 11:02:48
DI69LH573S,HBOW,2013-08-21 22:30:28
QX12AK828P,CW,2013-08-23 11:05:38
MA10HN064W,DISCOVERY,2013-08-21 08:51:23
CW47QZ635H,DISCOVERY,2013-08-21 08:28:20
TJ65CX118O,HBO2,2013-08-21 22:41:47
QH19LK429H,NATGEO,2013-08-23 08:32:59
QF28SG665A,MTV,2013-08-21 00:05:13
JJ93LK283X,BRAVO,2013-08-23 14:31:50
BB70GV147R,E!,2013-08-23 18:37:00
FF49XB489F,E!,2013-08-23 15:50:16
TJ65CX118O,HBOW,2013-08-22 01:14:50
LI12KG731F,ABC,2013-08-21 21:20:34
GP49GT942C,FOX,2013-08-22 12:48:03
IY12CO821X,EPIX,2013-08-22 12:24:24
RL78CX933A,NBC,2013-08-22 07:33:57
IW35FE265X,HBO2,2013-08-21 01:38:55
MY84LR392A,STARZ,2013-08-21 01:20:47
RX83NQ045B,FX,2013-08-23 05:02:36
EO66MP536A,NBC,2013-08-21 12:30:38
CE49AB174W,SCIENCE,2013-08-21 06:38:27
IA53NW574S,NBC,2013-08-22 12:00:34
UH12DO049K,TBS,2013-08-23 14:18:19
GE95BW891Q,MTV2,2013-08-21 07:50:51
XS31CG256C,BRAVO,2013-08-22 12:32:34
FU38RN552M,NATGEO,2013-08-22 13:02:17
NH27CD775Q,ABC,2013-08-23 11:45:42
SV77TY755G,ABC,2013-08-22 20:43:43
QJ95BT650A,CC,2013-08-23 08:47:28
SS94UE211G,HBO,2013-08-23 04:03:30
RQ95KT885T,BRAVO,2013-08-22 08:49:37
NA30KW737V,TBS,2013-08-22 03:17:44
FS95NN529B,SHO2,2013-08-21 00:52:40
HA82YE492W,NBC,2013-08-21 17:52:40
VV27BK554M,STARZ,2013-08-23 01:12:44
DR48GG267O,BIO,2013-08-21 09:33:25
HA82YE492W,HBO2,2013-08-22 04:24:44
SC53DW780O,ABC,2013-08-21 21:26:00
FF49XB489F,NATGEO,2013-08-21 21:01:50
TJ65CX118O,CW,2013-08-21 11:27:00
RE78PV566H,MTV,2013-08-22 06:50:37
PJ27EL548A,BRAVO,2013-08-23 20:48:23
BA20VY674I,DISCOVERY,2013-08-21 00:55:23
SC53DW780O,CC,2013-08-22 21:41:36
SC86QY057D,HBO2,2013-08-23 15:22:08
IB49LB739J,STARZ,2013-08-22 07:53:49
XC96QH527U,FX,2013-08-22 22:21:17
DR48GG267O,CC,2013-08-21 10:58:55
HA82YE492W,STARZ,2013-08-23 15:39:50
LY55UW624Q,FOX,2013-08-22 00:15:26
XW28NO130P,AMC,2013-08-23 22:34:55
WB36HV655W,EPIX,2013-08-23 04:18:11
YV93QS191N,EPIX,2013-08-21 05:01:40
TJ65CX118O,ABC,2013-08-23 19:24:36
SV34XA818Q,NATGEO,2013-08-23 03:31:18
MA10HN064W,HBO,2013-08-21 17:02:49
EP91BB677M,HBO,2013-08-21 18:43:22
IA53NW574S,MTV2,2013-08-22 06:48:51
DN82QB139I,BRAVO,2013-08-23 18:26:44
PH58VN590O,CW,2013-08-22 08:28:41
NY39MF216L,SHO2,2013-08-23 19:27:53
UH12DO049K,AMC,2013-08-23 20:53:44
JJ93LK283X,HBO2,2013-08-22 18:26:09
RX83NQ045B,NATGEO,2013-08-23 15:25:52
IW35FE265X,AMC,2013-08-23 15:55:07
MY84LR392A,BIO,2013-08-23 21:13:20
EN90GM439E,EPIX,2013-08-22 11:12:00
JJ93LK283X,HBO,2013-08-23 11:26:27
QF28SG665A,CW,2013-08-21 13:35:23
MY84LR392A,TBS,2013-08-23 13:37:57
EO66MP536A,STARZ,2013-08-21 11:55:26
OQ98AP763C,FOX,2013-08-23 18:35:08
DI69LH573S,VH1,2013-08-21 17:57:48
GE95BW891Q,NATGEO,2013-08-22 12:46:09
OH76FO298K,SCIENCE,2013-08-23 06:58:23
KQ75EH640E,HBO2,2013-08-21 19:59:11
PH58VN590O,HBOW,2013-08-23 08:54:05
GU59YU714B,NATGEO,2013-08-21 13:55:17
VL98QB737B,VH1,2013-08-23 15:41:08
IV86ZY537Q,FOX,2013-08-21 15:39:19
OQ98AP763C,HISTORY,2013-08-21 23:37:39
IU33EQ237K,FX,2013-08-22 20:31:30
BB70GV147R,ID,2013-08-22 11:35:38
QF28SG665A,BRAVO,2013-08-21 08:19:56
GE84MG980E,FX,2013-08-21 01:54:01
FF49XB489F,SHO,2013-08-23 22:39:10
PT75OL582S,SHO,2013-08-22 13:16:03
RQ95KT885T,ABC,2013-08-23 02:03:54
UT97ZW028O,NATGEO,2013-08-21 06:07:19
HZ63CE590Q,HBO2,2013-08-23 16:52:42
RX83NQ045B,HBO,2013-08-21 19:27:15
JD82IO819A,CC,2013-08-23 08:59:05
BP35PH479O,MTV2,2013-08-22 10:14:06
LE13PF497K,ID,2013-08-23 19:10:40
VV71IG071M,CW,2013-08-21 17:31:51
KA66SL055O,HBO,2013-08-21 10:48:27
JD82IO819A,MTV,2013-08-23 01:49:29
RX83NQ045B,STARZ,2013-08-21 11:19:30
RL78CX933A,BRAVO,2013-08-23 02:48:29
UT30TK841J,DISCOVERY,2013-08-22 15:41:51
MA10HN064W,MTV,2013-08-22 05:51:12
CE49AB174W,DISCOVERY,2013-08-22 15:08:30
UT30TK841J,STARZ,2013-08-22 10:50:31
GK39DH564M,EPIX,2013-08-23 04:55:26
DI69LH573S,AMC,2013-08-22 15:16:26
OH76FO298K,NATGEO,2013-08-22 21:22:14
IB49LB739J,NATGEO,2013-08-22 11:45:20
GE95BW891Q,E!,2013-08-23 17:27:37
BA20VY674I,EPIX,2013-08-23 10:45:42
FS95NN529B,TBS,2013-08-22 00:17:51
LW46HH313D,E!,2013-08-21 15:58:18
BP35PH479O,VH1,2013-08-22 17:35:17
UT30TK841J,E!,2013-08-23 06:16:58
XW28NO130P,FX,2013-08-21 10:15:35
OQ98AP763C,HBO,2013-08-23 21:47:42
BP35PH479O,CC,2013-08-23 01:58:33
IA53NW574S,SCIENCE,2013-08-22 05:39:55
FF49XB489F,BIO,2013-08-22 05:35:06
BP35PH479O,FX,2013-08-21 03:16:19
JJ93LK283X,SCIENCE,2013-08-23 01:18:35
HZ63CE590Q,HBO2,2013-08-23 17:32:20
MA10HN064W,FX,2013-08-23 09:46:14
YV93QS191N,CC,2013-08-22 09:15:08
XW28NO130P,MTV,2013-08-22 07:55:57
JJ93LK283X,CC,2013-08-21 12:43:58
IP39JT937D,NBC,2013-08-23 15:07:01
CW47QZ635H,AMC,2013-08-21 07:50:27
VF95VD517W,EPIX,2013-08-23 11:39:12
UH12DO049K,HBO,2013-08-21 07:45:11
HQ79VQ736Z,VH1,2013-08-23 06:26:59
SS94UE211G,EPIX,2013-08-23 05:55:17
XC96QH527U,HISTORY,2013-08-22 10:17:09
SS94UE211G,HISTORY,2013-08-22 23:32:03
QJ95BT650A,HBO2,2013-08-21 10:25:42
ND43IU942D,ABC,2013-08-22 14:57:53
UH12DO049K,NATGEO,2013-08-23 08:00:23
NY39MF216L,EPIX,2013-08-22 08:24:31
RX83NQ045B,HBO,2013-08-23 14:44:37
IU33EQ237K,ID,2013-08-23 16:44:47
MY84LR392A,SHO,2013-08-21 00:08:21
GE84MG980E,AMC,2013-08-22 17:06:55
GP49GT942C,DISCOVERY,2013-08-23 22:59:10
UT97ZW028O,ID,2013-08-21 03:03:18
QH19LK429H,NATGEO,2013-08-21 21:48:46
DI69LH573S,HBO,2013-08-21 08:37:10
LQ17YV650I,HBO,2013-08-23 04:26:58
HZ63CE590Q,TBS,2013-08-21 12:50:34
TJ65CX118O,HBO2,2013-08-23 07:30:41
MU63ZY723V,NATGEO,2013-08-23 02:39:49
KQ75EH640E,ABC,2013-08-22 13:05:14
FS95NN529B,E!,2013-08-22 13:55:58
NY16UL746T,NATGEO,2013-08-23 07:40:44
MA10HN064W,BIO,2013-08-23 12:21:41
JD82IO819A,MTV,2013-08-21 19:24:11
QI44LN564O,BIO,2013-08-22 23:44:06
VV71IG071M,FX,2013-08-21 22:19:19
FF49XB489F,DISCOVERY,2013-08-22 02:31:41
BQ10WW667L,NATGEO,2013-08-23 03:07:51
MA10HN064W,AMC,2013-08-21 16:33:53
UT97ZW028O,NATGEO,2013-08-23 21:33:23
PT75OL582S,TBS,2013-08-22 17:19:50
IY12CO821X,CC,2013-08-23 15:10:14
RX83NQ045B,HBO,2013-08-22 03:31:48
RL78CX933A,TBS,2013-08-23 19:42:44
XW28NO130P,MTV,2013-08-23 17:17:39
UT30TK841J,NATGEO,2013-08-23 22:14:45
SC86QY057D,STARZ,2013-08-22 13:26:34
HZ63CE590Q,E!,2013-08-21 17:24:42
DN82QB139I,FOX,2013-08-23 17:24:37
IN68QL999Q,MTV,2013-08-23 02:31:09
RE78PV566H,STARZ,2013-08-22 21:52:54
PH58VN590O,STARZ,2013-08-22 10:42:40
QJ95BT650A,FX,2013-08-22 01:59:07
FU38RN552M,FX,2013-08-22 01:01:05
UT30TK841J,ID,2013-08-23 18:13:29
BD46AI294A,FOX,2013-08-23 09:39:24
QX12AK828P,TBS,2013-08-23 15:32:26
WP12SJ925U,VH1,2013-08-23 23:40:58
QI44LN564O,SCIENCE,2013-08-22 22:16:39
NY39MF216L,MTV2,2013-08-23 18:42:50
KQ75EH640E,HISTORY,2013-08-22 08:26:31
LM24VN835H,NATGEO,2013-08-21 02:47:17
QJ95BT650A,FX,2013-08-23 11:31:03
MA58OI386W,AMC,2013-08-23 17:02:25
GE95BW891Q,DISCOVERY,2013-08-23 05:51:28
VY20IU522F,TBS,2013-08-21 05:16:05
NY39MF216L,BIO,2013-08-22 01:02:44
MU63ZY723V,SCIENCE,2013-08-22 05:48:14
LE13PF497K,DISCOVERY,2013-08-21 18:16:11
VF95VD517W,E!,2013-08-21 04:38:46
SC86QY057D,FX,2013-08-21 17:32:11
LQ17YV650I,CC,2013-08-22 03:27:34
IV86ZY537Q,HBOW,2013-08-21 16:10:21
WP12SJ925U,CC,2013-08-21 17:56:42
XS31CG256C,HISTORY,2013-08-22 10:08:10
VY20IU522F,BIO,2013-08-22 22:16:20
GK39DH564M,NATGEO,2013-08-21 15:02:31
JD82IO819A,STARZ,2013-08-21 08:55:00
SS94UE211G,SHO2,2013-08-21 20:14:44
KA66SL055O,AMC,2013-08-23 07:46:32
SC53DW780O,E!,2013-08-23 15:07:27
JT89GZ932F,VH1,2013-08-23 04:39:14
BB70GV147R,ABC,2013-08-21 14:27:35
MV18QF313P,SHO,2013-08-22 18:34:51
CE49AB174W,HISTORY,2013-08-23 07:23:39
FU38RN552M,CC,2013-08-23 11:54:18
VL98QB737B,STARZ,2013-08-23 13:02:13
HQ79VQ736Z,SCIENCE,2013-08-22 21:04:30
DN82QB139I,BRAVO,2013-08-22 21:08:53
CW47QZ635H,FOX,2013-08-22 10:57:48
GP49GT942C,BIO,2013-08-22 15:27:22
PH58VN590O,AMC,2013-08-23 23:40:31
PZ37UE517R,NBC,2013-08-21 11:01:33
FS95NN529B,FOX,2013-08-22 11:08:44
SV34XA818Q,HBOW,2013-08-23 21:23:26
IU33EQ237K,FX,2013-08-23 13:29:02
ZY37BO869I,FOX,2013-08-21 23:01:11
IV86ZY537Q,STARZ,2013-08-21 18:22:08
JJ93LK283X,SHO,2013-08-23 16:01:07
QH19LK429H,NATGEO,2013-08-21 13:32:57
SC86QY057D,CC,2013-08-23 00:02:32
XL43IP349Y,HBO2,2013-08-21 05:28:41
QJ95BT650A,FX,2013-08-21 14:52:48
TE64PG865F,HBO,2013-08-23 18:16:54
WB36HV655W,FX,2013-08-21 13:52:34
ND43IU942D,FX,2013-08-21 04:55:16
MY84LR392A,MTV2,2013-08-22 11:31:06
VY20IU522F,BRAVO,2013-08-23 01:48:10
IU33EQ237K,E!,2013-08-21 01:53:15
IV86ZY537Q,NATGEO,2013-08-23 18:24:20
QF28SG665A,HBOW,2013-08-22 22:09:25
DI69LH573S,ID,2013-08-22 12:13:58
UK95VA338W,CW,2013-08-22 13:14:10
UT30TK841J,SCIENCE,2013-08-21 08:39:18
XW28NO130P,EPIX,2013-08-23 10:17:14
GP49GT942C,AMC,2013-08-21 11:34:38
RQ99MJ132Q,MTV,2013-08-23 21:00:13
ND43IU942D,ID,2013-08-21 10:09:46
BP35PH479O,CW,2013-08-22 08:34:07
PH58VN590O,TBS,2013-08-23 08:25:44
LW46HH313D,SCIENCE,2013-08-22 14:00:55
IP39JT937D,HBO2,2013-08-22 07:03:22
SC53DW780O,MTV2,2013-08-23 14:03:51
GK39DH564M,BIO,2013-08-23 10:14:38
OH76FO298K,BRAVO,2013-08-21 11:37:00
RX83NQ045B,NBC,2013-08-22 06:01:42
RL78CX933A,ID,2013-08-21 14:58:54
DR48GG267O,MTV,2013-08-21 07:31:45
MA58OI386W,HBOW,2013-08-21 23:54:04
YV93QS191N,SCIENCE,2013-08-22 12:15:40
EO66MP536A,MTV2,2013-08-22 18:10:07
BQ10WW667L,BRAVO,2013-08-22 03:36:00
WJ42KK490U,HBOW,2013-08-23 18:34:16
UK95VA338W,BIO,2013-08-21 23:26:58
PZ37UE517R,NATGEO,2013-08-23 06:00:26
FU38RN552M,SCIENCE,2013-08-23 18:46:41
HZ63CE590Q,AMC,2013-08-23 13:28:58
KA66SL055O,ABC,2013-08-23 08:34:06
QJ95BT650A,DISCOVERY,2013-08-21 21:47:46
QI44LN564O,SHO,2013-08-21 09:12:15
MV18QF313P,ABC,2013-08-23 06:46:56
SV77TY755G,NATGEO,2013-08-22 21:03:45
DN82QB139I,E!,2013-08-23 12:13:35
UT30TK841J,FOX,2013-08-23 20:45:47
FU38RN552M,VH1,2013-08-21 12:50:59
MA10HN064W,ABC,2013-08-23 06:41:02
IW35FE265X,ID,2013-08-23 17:55:23
TJ65CX118O,SCIENCE,2013-08-23 08:32:40
RE78PV566H,HBO2,2013-08-23 06:31:09
RQ99MJ132Q,ABC,2013-08-22 18:40:46
TE64PG865F,STARZ,2013-08-22 22:17:24
LY55UW624Q,TBS,2013-08-21 08:13:22
JJ93LK283X,SHO,2013-08-21 23:48:06
QF28SG665A,NATGEO,2013-08-21 01:10:30
HA82YE492W,MTV,2013-08-23 10:21:55
LQ17YV650I,TBS,2013-08-23 19:15:03
VL98QB737B,HBO,2013-08-22 02:16:29
KQ75EH640E,SCIENCE,2013-08-23 08:18:41
VF95VD517W,MTV,2013-08-23 14:28:26
UT30TK841J,DISCOVERY,2013-08-21 13:39:31
RE78PV566H,AMC,2013-08-22 14:41:32
WJ42KK490U,VH1,2013-08-22 18:13:46
NA30KW737V,DISCOVERY,2013-08-22 12:43:14
LY55UW624Q,DISCOVERY,2013-08-22 15:45:14
ZY37BO869I,TBS,2013-08-23 06:52:36
LW46HH313D,VH1,2013-08-21 08:31:03
QI44LN564O,SCIENCE,2013-08-23 14:48:31
ND43IU942D,STARZ,2013-08-22 12:37:25
SC86QY057D,MTV2,2013-08-22 07:46:40
WJ42KK490U,NATGEO,2013-08-21 17:15:33
VL98QB737B,MTV,2013-08-22 15:28:37
LI12KG731F,ID,2013-08-23 20:06:59
EP91BB677M,SCIENCE,2013-08-21 01:55:54
SC86QY057D,NBC,2013-08-22 07:42:23
IV86ZY537Q,HBO2,2013-08-22 10:33:41
IA53NW574S,FOX,2013-08-21 21:12:35
QX12AK828P,HBO2,2013-08-23 03:20:38
MV18QF313P,FOX,2013-08-21 16:07:55
UH12DO049K,STARZ,2013-08-22 04:31:00
GK39DH564M,STARZ,2013-08-21 08:36:34
GK39DH564M,FX,2013-08-21 01:48:07
LQ17YV650I,NBC,2013-08-21 09:55:17
PH58VN590O,MTV2,2013-08-23 19:36:24
GE95BW891Q,FX,2013-08-23 12:31:39
BA20VY674I,FOX,2013-08-22 11:16:07
BQ10WW667L,HISTORY,2013-08-23 02:36:55
RX83NQ045B,ABC,2013-08-23 15:53:44
CE49AB174W,TBS,2013-08-23 22:10:36
GE84MG980E,SCIENCE,2013-08-21 15:18:39
SC86QY057D,FX,2013-08-22 16:00:34
LY55UW624Q,NBC,2013-08-22 20:57:27
JT89GZ932F,BIO,2013-08-22 00:21:39
LM24VN835H,TBS,2013-08-23 16:45:36
SS94UE211G,MTV2,2013-08-22 14:13:58
BA20VY674I,CC,2013-08-22 10:43:40
LI12KG731F,BRAVO,2013-08-21 03:09:17
IY12CO821X,HBOW,2013-08-21 14:42:45
KA66SL055O,E!,2013-08-23 19:57:42
QF28SG665A,EPIX,2013-08-22 07:31:46
SC53DW780O,SHO,2013-08-21 16:48:07
GU59YU714B,DISCOVERY,2013-08-21 01:37:56
FS95NN529B,ID,2013-08-22 01:33:01
WJ42KK490U,MTV,2013-08-21 22:33:29
RL78CX933A,E!,2013-08-21 15:34:56
FU38RN552M,SCIENCE,2013-08-23 03:55:55
RE78PV566H,EPIX,2013-08-21 14:41:35
XC96QH527U,HBO2,2013-08-23 01:55:18
FG62RN976F,FX,2013-08-23 07:41:08
KA66SL055O,HBOW,2013-08-23 19:23:41
XC96QH527U,NBC,2013-08-23 09:19:40
HZ63CE590Q,ABC,2013-08-21 15:17:11
IB49LB739J,TBS,2013-08-22 07:03:44
SC86QY057D,TBS,2013-08-22 08:40:06
SV77TY755G,CW,2013-08-22 04:50:47
TE64PG865F,STARZ,2013-08-22 12:23:32
UT97ZW028O,NBC,2013-08-22 19:05:21
BD46AI294A,HBOW,2013-08-23 21:24:39
VF95VD517W,HBO,2013-08-22 09:55:47
DN82QB139I,STARZ,2013-08-23 16:32:18
MU63ZY723V,FOX,2013-08-23 17:35:58
QF28SG665A,FX,2013-08-22 17:56:50
IU33EQ237K,TBS,2013-08-21 07:52:09
EN90GM439E,HBOW,2013-08-22 00:37:57
EN90GM439E,EPIX,2013-08-23 09:55:45
SS94UE211G,HBO2,2013-08-21 00:54:14
UT30TK841J,CW,2013-08-21 13:26:14
JJ93LK283X,MTV2,2013-08-22 02:07:24
BP35PH479O,SHO,2013-08-23 14:25:19
IP39JT937D,HISTORY,2013-08-21 02:14:19
NY39MF216L,FOX,2013-08-22 13:34:35
LE13PF497K,BRAVO,2013-08-22 16:51:49
IB49LB739J,EPIX,2013-08-23 14:48:50
DR48GG267O,VH1,2013-08-23 13:38:29
DN82QB139I,E!,2013-08-22 15:24:10
MA10HN064W,SCIENCE,2013-08-22 19:19:44
PJ27EL548A,CW,2013-08-23 00:54:18
LE13PF497K,BIO,2013-08-23 21:44:42
QJ95BT650A,ABC,2013-08-21 02:48:34
VF95VD517W,SHO2,2013-08-23 22:30:42
JJ93LK283X,HBOW,2013-08-21 13:06:58
FG62RN976F,ABC,2013-08-21 21:32:56
BQ10WW667L,BRAVO,2013-08-21 07:04:04
GU33KP537X,ABC,2013-08-22 14:42:31
CW47QZ635H,FOX,2013-08-21 15:28:52
XC96QH527U,CW,2013-08-22 13:32:05
WJ42KK490U,EPIX,2013-08-21 02:01:47
VY20IU522F,DISCOVERY,2013-08-22 03:16:29
JT89GZ932F,NBC,2013-08-21 00:44:14
UH12DO049K,NBC,2013-08-21 04:25:28
OL26HK050O,ABC,2013-08-23 02:29:32
XS31CG256C,TBS,2013-08-22 13:49:49
WJ42KK490U,SHO2,2013-08-22 03:04:55
PJ27EL548A,DISCOVERY,2013-08-23 04:58:35
DN82QB139I,STARZ,2013-08-22 20:58:07
XL43IP349Y,AMC,2013-08-23 21:23:42
FG62RN976F,TBS,2013-08-21 21:10:20
UH12DO049K,E!,2013-08-21 00:48:39
RE78PV566H,VH1,2013-08-21 11:11:03
HZ63CE590Q,SHO,2013-08-23 05:01:07
HQ79VQ736Z,HBOW,2013-08-21 06:05:47
VV71IG071M,TBS,2013-08-22 07:33:45
UT97ZW028O,NBC,2013-08-21 21:06:55
RX83NQ045B,SHO,2013-08-23 06:59:29
XS31CG256C,MTV,2013-08-21 04:18:35
GE95BW891Q,MTV2,2013-08-23 02:42:03
QF28SG665A,CC,2013-08-23 17:43:03
RX83NQ045B,HBOW,2013-08-22 15:30:28
SV77TY755G,BIO,2013-08-23 23:46:11
ND43IU942D,EPIX,2013-08-22 14:22:35
NY39MF216L,ID,2013-08-21 01:11:16
JT89GZ932F,VH1,2013-08-22 09:48:26
LE13PF497K,CW,2013-08-23 21:18:18
SV77TY755G,MTV2,2013-08-22 16:47:57
JT89GZ932F,FOX,2013-08-22 04:33:41
XV59JB488V,BIO,2013-08-22 04:37:14
OL26HK050O,BRAVO,2013-08-23 16:57:12
IB49LB739J,FOX,2013-08-21 10:51:47
LI12KG731F,MTV,2013-08-23 19:54:42
SV77TY755G,BIO,2013-08-22 03:25:35
GU59YU714B,ABC,2013-08-21 23:00:34
XL43IP349Y,BIO,2013-08-23 21:36:06
PT75OL582S,HISTORY,2013-08-22 15:35:45
RX83NQ045B,FX,2013-08-23 00:46:29
IB49LB739J,NATGEO,2013-08-22 02:54:38
LY55UW624Q,DISCOVERY,2013-08-22 19:57:30
MU63ZY723V,BIO,2013-08-22 17:01:16
MY84LR392A,ID,2013-08-22 02:14:08
JT89GZ932F,NATGEO,2013-08-21 05:15:33
IU33EQ237K,DISCOVERY,2013-08-22 11:51:01
RE78PV566H,NBC,2013-08-22 15:31:29
LM24VN835H,SHO,2013-08-21 22:27:08
IN68QL999Q,STARZ,2013-08-22 14:19:33
QH19LK429H,CW,2013-08-21 17:14:29
LI12KG731F,SHO2,2013-08-22 06:26:09
RQ99MJ132Q,HISTORY,2013-08-21 09:36:20
GK39DH564M,MTV,2013-08-21 18:35:10
UK95VA338W,STARZ,2013-08-22 01:32:43
JD82IO819A,SHO,2013-08-21 03:44:24
BB70GV147R,CC,2013-08-21 01:42:24
FS95NN529B,FOX,2013-08-21 22:30:39
IU33EQ237K,BIO,2013-08-22 15:22:12
MA58OI386W,HBOW,2013-08-23 08:22:20
XC96QH527U,MTV,2013-08-23 14:29:38
PT75OL582S,TBS,2013-08-22 12:55:49
IW35FE265X,STARZ,2013-08-23 14:26:27
OL26HK050O,AMC,2013-08-22 00:12:47
VL98QB737B,HISTORY,2013-08-21 00:31:21
YV93QS191N,E!,2013-08-21 03:45:15
RE78PV566H,MTV2,2013-08-22 01:27:34
IU33EQ237K,HBO,2013-08-21 21:45:51
QJ95BT650A,BRAVO,2013-08-21 14:57:22
RE78PV566H,SHO2,2013-08-23 04:11:08
VL98QB737B,SCIENCE,2013-08-23 01:15:52
FS95NN529B,SHO,2013-08-23 05:46:35
EP91BB677M,EPIX,2013-08-21 02:19:02
OH76FO298K,MTV2,2013-08-21 16:23:38
UK95VA338W,MTV2,2013-08-21 23:37:52
RX83NQ045B,ID,2013-08-21 19:22:20
SC53DW780O,CW,2013-08-22 07:33:33
LI12KG731F,ABC,2013-08-22 08:06:56
XV59JB488V,HBO,2013-08-23 15:19:02
XS31CG256C,NATGEO,2013-08-22 06:54:36
EP91BB677M,BIO,2013-08-21 05:47:00
LW46HH313D,ID,2013-08-21 05:21:13
TJ65CX118O,SHO,2013-08-22 12:43:22
KQ75EH640E,MTV2,2013-08-22 16:27:05
UT97ZW028O,FOX,2013-08-23 01:37:56
XW28NO130P,AMC,2013-08-23 13:49:40
RQ99MJ132Q,HBO2,2013-08-21 21:19:41
WJ42KK490U,FOX,2013-08-23 18:36:00
LE13PF497K,BRAVO,2013-08-23 07:18:33
HQ79VQ736Z,ABC,2013-08-21 21:35:27
HA82YE492W,MTV,2013-08-21 07:45:40
RQ99MJ132Q,BIO,2013-08-23 04:58:47
VL98QB737B,CC,2013-08-21 16:51:44
QJ95BT650A,CC,2013-08-23 23:00:53
QX12AK828P,BRAVO,2013-08-23 22:35:43
XV59JB488V,HBOW,2013-08-21 15:31:07
